stn_code,year-month,so2,no2,rspm,spm,pm2_5
7.0,1995-10,54.5,46.8,,311.0,
7.0,1995-11,66.3,61.3,,330.0,
7.0,1995-12,59.7,57.7,,297.0,
7.0,1996-01,64.4,60.0,,251.0,
7.0,1996-02,54.0,52.9,,317.0,
7.0,1996-03,49.2,48.4,,392.0,
7.0,1996-04,47.8,44.6,,308.0,
7.0,1996-05,47.9,48.5,,360.0,
7.0,1996-06,48.9,49.2,,232.0,
7.0,1996-07,35.3,38.7,,159.0,
7.0,1996-08,36.7,38.1,,104.0,
7.0,1996-09,37.4,40.0,,160.0,
7.0,1996-10,45.2,45.3,,247.0,
7.0,1996-11,54.2,55.7,,347.0,
7.0,1996-12,68.7,64.8,,358.0,
7.0,1997-01,77.8,71.0,,386.0,
7.0,1997-02,62.8,61.3,,403.0,
7.0,1997-03,64.6,62.8,,309.0,
7.0,1997-04,59.2,57.3,,287.0,
7.0,1997-05,54.7,53.1,,288.0,
7.0,1997-06,43.5,48.2,,362.0,
7.0,1997-07,45.2,46.9,,216.0,
7.0,1997-08,35.9,38.7,,153.0,
7.0,1997-09,47.5,50.2,,168.0,
7.0,1997-10,49.6,51.9,,208.0,
7.0,1997-11,70.9,61.8,,245.0,
7.0,1997-12,62.9,62.9,,235.0,
7.0,1998-01,68.5,66.9,,256.0,
7.0,1998-02,68.2,67.2,,221.0,
7.0,1998-03,58.0,60.8,,368.0,
7.0,1998-04,56.0,57.4,,254.0,
7.0,1998-05,58.6,60.6,,282.0,
7.0,1998-06,55.1,60.1,,295.0,
7.0,1998-07,53.7,59.5,,215.0,
7.0,1998-08,49.2,55.2,,196.0,
7.0,1998-09,52.0,57.6,,241.0,
7.0,1998-11,63.0,64.4,,247.0,
7.0,1998-12,68.1,66.5,,289.0,
7.0,1999-01,65.1,63.9,,375.0,
7.0,1999-02,62.5,62.0,,369.0,
7.0,1999-03,61.3,63.0,,463.0,
7.0,1999-05,60.2,62.8,,429.0,
7.0,1999-06,60.7,63.7,,282.0,
7.0,1999-07,49.8,56.6,,212.0,
7.0,1999-08,48.5,55.3,,206.0,
7.0,1999-09,50.3,56.6,,142.0,
7.0,1999-10,58.7,62.7,,271.0,
7.0,1999-11,65.6,66.3,,271.0,
7.0,1999-12,67.8,68.2,,257.0,
7.0,2000-02,65.3,67.9,,162.0,
7.0,2000-03,64.8,67.2,,174.0,
7.0,2000-04,61.1,63.9,,182.0,
7.0,2000-05,63.6,71.0,,183.0,
7.0,2000-08,55.7,60.5,,97.0,
7.0,2000-10,65.8,68.1,,133.0,
7.0,2000-11,65.3,67.0,,160.0,
7.0,2000-12,69.3,71.9,,171.0,
7.0,2001-01,68.4,71.1,,202.0,
7.0,2001-02,67.0,71.2,,304.0,
7.0,2001-03,63.5,67.9,,228.0,
7.0,2001-04,54.9,55.4,,244.0,
7.0,2001-05,53.0,58.2,,289.0,
7.0,2001-06,47.0,54.7,,180.0,
7.0,2001-07,34.5,44.3,,112.0,
7.0,2001-08,37.3,46.3,,118.0,
7.0,2001-09,42.0,50.1,,111.0,
7.0,2001-10,41.1,49.0,,107.0,
7.0,2001-11,51.0,57.6,,130.0,
7.0,2001-12,55.7,63.0,,223.0,
7.0,2002-01,52.3,58.7,,0.0,
7.0,2002-02,47.3,54.7,,160.0,
7.0,2002-03,32.9,53.4,,156.0,
7.0,2002-04,37.0,40.5,,221.0,
7.0,2002-05,25.7,42.9,,266.0,
7.0,2002-06,23.0,37.9,,182.0,
7.0,2002-07,23.4,38.0,,171.0,
7.0,2002-08,22.8,37.2,,97.0,
7.0,2002-09,21.3,36.1,,82.0,
7.0,2002-10,22.3,33.6,,274.0,
7.0,2002-11,23.0,32.0,,182.0,
7.0,2002-12,24.2,34.8,,178.0,
7.0,2004-01,19.915384615384617,33.176923076923075,169.3846153846154,303.46153846153845,
7.0,2004-02,20.2,33.160000000000004,163.4,249.2,
7.0,2004-03,19.87777777777778,32.944444444444436,183.55555555555554,268.0,
7.0,2004-04,17.82222222222222,28.688888888888894,131.44444444444446,243.33333333333334,
7.0,2004-05,18.11111111111111,29.044444444444448,153.55555555555554,245.33333333333334,
7.0,2004-06,17.0875,26.825,135.375,223.0,
7.0,2004-07,15.866666666666667,24.500000000000004,113.11111111111111,175.44444444444446,
7.0,2004-08,16.711111111111112,27.60000000000001,126.0,238.22222222222223,
7.0,2004-09,15.862499999999999,25.712500000000002,131.77777777777777,218.375,
7.0,2004-10,18.400000000000002,30.2875,163.25,256.625,
7.0,2004-11,18.575,31.025,183.5,325.625,
7.0,2004-12,19.155555555555555,32.51111111111111,187.55555555555554,352.55555555555554,
7.0,2010-01,17.181666664999998,27.992222223333332,127.23809524285714,253.04761904285715,
7.0,2010-02,16.997777776666663,28.647777778333335,133.83333333333334,248.00000001666663,
7.0,2010-03,17.616000001000003,28.174500000000002,141.23333334,270.85,
7.0,2010-04,17.100208333749997,26.81625000125,127.87500001249998,274.833333325,
7.0,2010-05,16.76194444333333,27.150833333333328,123.80952381857144,262.3809523857143,
7.0,2010-06,16.260714285714283,27.388238095714282,126.0,224.57142857142858,
7.0,2010-07,,,111.4,204.53333332000003,
7.0,2010-08,16.362666665833334,25.622527778333332,119.03846155384613,224.84615385384615,
7.0,2010-09,17.52333333166666,26.869444443333336,118.22222221666668,219.16666666666666,
7.0,2010-10,17.36212121272727,27.874045454545453,128.36363636363637,246.60606060909092,
7.0,2010-11,17.572857142857146,27.823571430000005,133.38095237142858,254.66666667142857,
7.0,2010-12,17.460416666249998,28.672499999999996,151.62962963333334,288.33333332222224,
7.0,2011-01,16.454545454545453,26.636363636363637,138.1818181818182,,
7.0,2011-02,15.8,27.6,154.0,,
7.0,2011-03,16.454545454545453,26.181818181818183,138.54545454545453,,
7.0,2011-04,15.625,24.5,149.0,,
7.0,2011-05,16.22222222222222,25.22222222222222,150.44444444444446,,
7.0,2011-06,14.555555555555555,23.0,138.33333333333334,,
7.0,2011-07,14.833333333333334,23.833333333333332,124.0,,
7.0,2011-08,15.454545454545455,27.727272727272727,124.72727272727273,,
7.0,2011-09,14.5,22.5,129.83333333333334,,
7.0,2011-10,19.7,29.4,135.7,,
7.0,2011-11,17.0,27.0,150.375,,
7.0,2011-12,18.0,28.555555555555557,152.88888888888889,,
85.0,1990-02,,,,378.0,
85.0,1990-06,10.3,12.2,,379.0,
85.0,1990-07,6.6,9.4,,181.0,
85.0,1990-08,5.2,9.2,,133.0,
85.0,1990-09,6.1,9.5,,161.0,
85.0,1990-10,6.1,8.8,,173.0,
85.0,1990-11,7.7,8.2,,156.0,
85.0,1990-12,9.3,10.9,,175.0,
85.0,1991-01,7.0,7.0,,219.0,
85.0,1991-03,11.1,11.5,,317.0,
85.0,1991-04,4.4,6.3,,386.0,
86.0,1990-06,11.1,13.8,,499.0,
86.0,1990-07,9.6,13.0,,116.0,
86.0,1990-08,8.5,11.6,,244.0,
86.0,1990-09,8.9,12.9,,188.0,
86.0,1990-10,7.9,12.7,,621.0,
86.0,1990-11,9.0,11.9,,490.0,
86.0,1990-12,8.3,15.1,,627.0,
86.0,1991-01,9.9,13.1,,806.0,
86.0,1991-03,12.2,12.7,,370.0,
86.0,1991-04,8.9,12.3,,690.0,
86.0,1991-05,9.5,11.8,,494.0,
86.0,1991-06,12.4,15.9,,364.0,
86.0,1991-07,14.0,17.9,,350.0,
86.0,1991-09,13.7,19.0,,,
86.0,1991-10,15.2,17.5,,,
86.0,1991-11,14.1,12.6,,459.0,
86.0,1991-12,16.0,13.3,,564.0,
86.0,1992-04,14.8,16.5,,581.0,
86.0,1993-01,19.4,16.4,,,
86.0,1993-02,16.2,17.1,,271.0,
86.0,1993-03,20.0,11.6,,476.0,
86.0,1993-04,13.7,15.8,,828.0,
86.0,1993-05,16.1,13.3,,,
86.0,1993-06,21.8,13.5,,505.0,
86.0,1993-07,23.4,12.4,,506.0,
86.0,1993-08,21.4,11.2,,,
86.0,1993-09,19.4,16.6,,,
86.0,1993-10,17.9,17.3,,,
86.0,1993-11,24.2,15.8,,,
86.0,1994-01,17.6,14.6,,616.0,
86.0,1994-03,23.3,10.6,,516.0,
86.0,1994-04,24.6,14.8,,444.0,
86.0,1994-05,23.0,13.0,,598.0,
86.0,1994-06,22.1,15.2,,437.0,
86.0,1994-07,22.3,15.0,,373.0,
86.0,1994-08,20.7,12.9,,522.0,
86.0,1994-09,22.5,15.6,,483.0,
86.0,1994-11,22.4,16.1,,509.0,
86.0,1994-12,16.5,13.4,,486.0,
86.0,1995-01,20.6,15.9,,599.0,
86.0,1995-02,22.9,16.2,,613.0,
86.0,1995-03,20.8,15.8,,575.0,
86.0,1995-04,20.2,16.1,,571.0,
86.0,1995-05,20.6,14.1,,625.0,
86.0,1995-06,22.3,20.0,,573.0,
86.0,1995-07,19.9,16.3,,508.0,
86.0,1995-08,12.5,9.8,,533.0,
86.0,1995-10,22.3,15.2,,443.0,
86.0,1996-02,22.8,11.9,,564.0,
86.0,1996-03,22.8,11.1,,567.0,
86.0,1996-04,20.0,15.0,,520.0,
86.0,1996-05,20.8,19.7,,475.0,
86.0,1996-06,20.2,16.3,,479.0,
86.0,1996-07,20.5,14.6,,491.0,
86.0,1996-08,21.6,15.0,,426.0,
86.0,1996-09,22.2,16.9,,571.0,
86.0,1996-10,21.6,18.8,,574.0,
86.0,1996-11,21.1,17.4,,575.0,
86.0,1996-12,18.9,16.0,,615.0,
86.0,1997-01,19.2,17.7,,522.0,
86.0,1997-02,19.1,16.4,,429.0,
86.0,1997-03,21.4,16.1,,487.0,
86.0,1997-04,17.9,15.7,,561.0,
86.0,1997-05,19.0,14.3,,483.0,
86.0,1997-06,21.1,14.8,,365.0,
86.0,1997-07,22.2,20.8,,508.0,
86.0,1998-01,14.2,14.4,,590.0,
86.0,1998-02,19.0,19.0,,372.0,
86.0,1998-03,17.5,17.2,,428.0,
86.0,1998-04,16.8,16.4,,474.0,
86.0,1998-05,19.4,19.0,,519.0,
86.0,1998-06,17.3,16.6,,511.0,
86.0,1998-07,21.2,20.7,,493.0,
86.0,1998-08,12.5,12.0,,449.0,
86.0,1998-09,16.7,13.8,,530.0,
86.0,1998-10,19.9,15.9,,688.0,
86.0,1998-11,21.9,17.9,,628.0,
86.0,1998-12,19.9,16.3,,618.0,
86.0,1999-01,18.1,13.1,,452.0,
86.0,1999-02,20.4,18.2,,540.0,
86.0,1999-03,18.5,16.9,,549.0,
86.0,1999-04,18.8,13.0,,558.0,
86.0,1999-05,20.4,15.8,,505.0,
86.0,1999-06,21.5,15.4,,494.0,
86.0,1999-07,20.4,17.5,,522.0,
86.0,1999-08,21.2,18.3,,542.0,
86.0,1999-09,21.0,18.0,,426.0,
86.0,1999-10,20.8,18.2,,331.0,
86.0,1999-11,22.6,19.3,,448.0,
86.0,1999-12,21.3,17.5,,238.0,
86.0,2000-01,18.9,16.4,,500.0,
86.0,2000-03,22.0,18.2,,260.0,
86.0,2000-04,19.3,17.1,,275.0,
86.0,2000-07,20.4,18.3,,245.0,
86.0,2000-08,23.6,20.0,,303.0,
86.0,2000-09,21.2,17.8,,319.0,
86.0,2000-10,22.8,19.2,,385.0,
86.0,2000-11,21.3,17.6,,415.0,
86.0,2000-12,22.6,18.7,,466.0,
86.0,2001-01,20.6,18.4,,541.0,
86.0,2001-02,20.8,16.8,,503.0,
86.0,2001-03,21.4,18.7,,468.0,
86.0,2001-04,21.8,20.0,,474.0,
86.0,2001-05,20.5,18.7,,475.0,
86.0,2001-06,20.2,17.3,,335.0,
86.0,2001-07,16.4,15.0,,326.0,
86.0,2001-08,17.3,15.1,,325.0,
86.0,2001-09,20.1,17.1,,331.0,
86.0,2001-10,20.5,18.1,,441.0,
86.0,2001-11,21.0,18.8,,530.0,
86.0,2001-12,19.4,16.9,,496.0,
86.0,2002-01,10.4,7.4,,526.0,
86.0,2002-02,5.6,14.3,,405.0,
86.0,2002-03,6.5,12.5,,436.0,
86.0,2002-04,6.8,12.8,,373.0,
86.0,2002-05,6.5,12.8,,378.0,
86.0,2002-06,6.9,16.2,,408.0,
86.0,2002-07,9.0,18.3,,471.0,
86.0,2002-08,7.4,16.6,,437.0,
86.0,2002-09,6.3,16.7,,473.0,
86.0,2002-10,7.2,19.4,,400.0,
86.0,2002-11,6.4,17.5,,378.0,
86.0,2002-12,6.6,16.2,,369.0,
86.0,2004-01,7.875,19.25,207.625,316.125,
86.0,2004-02,7.0,15.75,174.25,310.75,
86.0,2004-03,6.5,15.25,188.875,310.5,
86.0,2004-04,9.25,18.25,227.75,375.5,
86.0,2004-05,6.666666666666667,18.333333333333332,235.83333333333334,371.0,
86.0,2004-06,8.142857142857142,16.571428571428573,177.28571428571428,292.7142857142857,
86.0,2004-07,8.1,19.6,151.7,234.4,
86.0,2004-08,9.4,17.0,210.0,266.4,
86.0,2004-09,9.5,15.333333333333334,151.0,231.83333333333334,
86.0,2004-10,12.875,16.875,203.75,337.25,
86.0,2004-11,13.0,18.5,215.75,354.0,
86.0,2004-12,17.4,22.6,243.2,387.4,
86.0,2010-01,7.91375,36.61625,226.25125,508.02875,
86.0,2010-02,7.12,40.348,221.39000000000001,502.532,
86.0,2010-03,8.532499999999999,37.61750000000001,253.15625,539.0587499999999,
86.0,2010-04,8.271666666666667,40.565000000000005,222.71857142857144,504.92999999999995,
86.0,2010-05,8.512857142857143,37.354285714285716,241.6614285714286,537.7671428571429,
86.0,2010-06,8.41,37.17777777777778,225.04000000000002,501.09999999999997,
86.0,2010-07,7.858888888888889,37.093333333333334,203.96999999999997,469.07,
86.0,2010-08,7.659999999999999,36.63999999999999,165.58666666666667,375.38166666666666,
86.0,2010-09,8.023333333333332,33.95333333333334,206.71166666666667,448.8333333333333,
86.0,2010-10,7.784999999999999,36.9675,223.23375000000001,496.80125,
86.0,2010-11,8.46,38.38666666666667,218.2166666666667,495.6266666666667,
86.0,2010-12,8.136,40.79,229.57,514.884,
86.0,2011-01,8.333333333333334,42.666666666666664,235.0,,
86.0,2011-02,8.25,40.5,217.25,,
86.0,2011-03,7.8,40.2,230.2,,
86.0,2011-04,9.5,40.5,228.0,,
86.0,2011-05,8.5,43.333333333333336,233.16666666666666,,
86.0,2011-06,7.6,39.4,207.2,,
86.0,2011-07,8.0,41.0,241.0,,
86.0,2011-08,9.0,40.0,214.0,,
86.0,2011-09,8.6,41.0,233.8,,
86.0,2011-11,9.0,38.0,250.0,,
86.0,2011-12,9.0,40.0,260.0,,
87.0,1990-06,12.6,16.5,,427.0,
87.0,1990-07,7.9,10.6,,147.0,
87.0,1990-08,8.1,10.7,,185.0,
87.0,1990-09,8.8,11.5,,217.0,
87.0,1990-10,9.9,14.3,,507.0,
87.0,1990-11,8.5,11.5,,476.0,
87.0,1990-12,8.5,15.7,,671.0,
87.0,1991-01,8.8,13.3,,540.0,
87.0,1991-03,11.4,12.5,,372.0,
87.0,1991-04,7.2,9.4,,679.0,
87.0,1991-05,9.7,13.2,,445.0,
87.0,1991-06,13.2,19.3,,333.0,
87.0,1991-07,13.3,15.8,,452.0,
87.0,1991-09,13.9,18.1,,,
87.0,1991-10,14.4,19.1,,,
87.0,1991-11,12.8,11.1,,432.0,
89.0,1989-03,27.6,32.9,,729.0,
89.0,1989-04,29.6,40.3,,726.0,
89.0,1989-05,33.7,41.7,,775.0,
89.0,1989-06,25.7,27.8,,701.0,
89.0,1989-07,23.5,25.6,,538.0,
89.0,1989-08,16.3,21.8,,453.0,
89.0,1989-09,23.3,25.7,,514.0,
89.0,1989-12,26.0,26.3,,486.0,
89.0,1990-01,24.6,26.5,,431.0,
89.0,1990-02,29.6,31.6,,481.0,
89.0,1990-03,27.7,29.7,,525.0,
89.0,1990-04,29.2,37.5,,480.0,
89.0,1990-05,35.6,23.6,,579.0,
89.0,1990-06,29.5,23.7,,580.0,
89.0,1990-07,26.1,18.7,,436.0,
89.0,1990-08,26.7,20.7,,567.0,
89.0,1990-10,24.6,17.4,,523.0,
89.0,1990-11,18.7,17.7,,469.0,
89.0,1990-12,16.0,16.0,,489.0,
89.0,1991-01,17.3,16.8,,542.0,
89.0,1991-02,25.1,19.8,,453.0,
89.0,1991-03,25.9,20.7,,592.0,
89.0,1991-04,30.2,26.6,,563.0,
89.0,1991-05,29.7,25.1,,522.0,
89.0,1991-06,28.0,18.7,,,
89.0,1991-08,20.5,18.9,,,
89.0,1991-09,20.9,16.1,,,
89.0,1991-10,21.2,,,713.0,
89.0,1991-11,21.0,,,726.0,
89.0,1991-12,20.2,,,402.0,
89.0,1992-07,23.0,20.4,,616.0,
89.0,1993-01,33.5,27.2,,,
89.0,1993-02,33.9,31.6,,,
89.0,1993-03,27.5,26.0,,703.0,
89.0,1993-05,31.0,26.4,,,
89.0,1993-06,29.2,25.9,,566.0,
89.0,1993-07,27.8,23.1,,,
89.0,1993-08,28.4,23.4,,,
89.0,1993-09,24.9,24.8,,,
89.0,1993-10,25.9,21.0,,,
89.0,1993-11,25.4,20.7,,,
89.0,1994-01,30.5,19.9,,709.0,
89.0,1994-02,20.3,18.6,,498.0,
89.0,1994-03,28.5,22.6,,693.0,
89.0,1994-05,25.5,20.5,,497.0,
89.0,1994-06,27.3,22.7,,488.0,
89.0,1994-08,19.5,14.6,,410.0,
89.0,1994-09,21.8,20.5,,355.0,
89.0,1994-11,27.8,16.5,,415.0,
89.0,1994-12,25.6,21.2,,493.0,
89.0,1995-01,25.3,17.0,,,
89.0,1995-02,28.1,19.8,,,
89.0,1995-03,28.4,18.2,,,
89.0,1995-04,30.6,19.8,,380.0,
89.0,1995-05,27.8,21.5,,395.0,
89.0,1995-06,28.5,21.5,,385.0,
89.0,1995-07,29.1,17.5,,297.0,
89.0,1995-08,15.8,18.1,,234.0,
89.0,1995-09,23.4,15.9,,287.0,
89.0,1997-01,15.1,19.3,,427.0,
89.0,1997-02,18.3,17.1,,399.0,
89.0,1997-03,20.0,19.1,,485.0,
89.0,1997-04,16.3,16.8,,331.0,
89.0,1997-05,20.5,19.5,,380.0,
89.0,1997-06,17.4,20.4,,289.0,
89.0,1997-07,17.2,19.6,,242.0,
89.0,1997-08,12.8,18.9,,192.0,
89.0,1997-09,16.0,17.0,,247.0,
89.0,1997-10,15.9,18.1,,283.0,
89.0,1997-11,18.3,17.9,,299.0,
89.0,1997-12,14.1,12.3,,290.0,
89.0,1998-01,10.4,11.3,,367.0,
89.0,1998-02,14.1,12.1,,410.0,
89.0,1998-03,14.6,14.2,,295.0,
89.0,1998-04,17.3,14.2,,338.0,
89.0,1998-05,18.2,15.5,,434.0,
89.0,1998-06,19.6,15.9,,425.0,
89.0,1998-07,18.1,14.6,,170.0,
89.0,1998-08,16.2,12.3,,142.0,
89.0,1998-09,16.7,15.2,,227.0,
89.0,1998-10,16.1,15.9,,205.0,
89.0,1998-11,17.7,17.8,,380.0,
89.0,1999-04,13.5,16.0,,306.0,
89.0,1999-05,15.6,15.4,,267.0,
89.0,1999-06,19.6,16.7,,232.0,
89.0,1999-07,20.8,14.5,,197.0,
89.0,1999-08,15.9,13.4,,107.0,
89.0,1999-09,14.7,15.8,,67.0,
89.0,1999-10,15.5,15.2,,158.0,
89.0,1999-11,18.3,17.5,,172.0,
89.0,1999-12,20.3,18.3,,240.0,
89.0,2000-01,19.1,15.4,,225.0,
89.0,2000-02,15.6,17.3,,173.0,
89.0,2000-03,16.6,18.3,,231.0,
89.0,2000-04,23.7,23.2,,255.0,
89.0,2000-05,19.1,19.8,,217.0,
89.0,2000-06,16.6,18.9,,194.0,
89.0,2000-07,,,,195.0,
89.0,2000-08,18.0,17.1,,,
89.0,2000-09,17.2,15.8,,,
89.0,2000-10,23.2,17.4,,256.0,
89.0,2000-11,17.5,19.7,,441.0,
89.0,2000-12,17.4,21.8,,408.0,
89.0,2001-01,17.9,17.0,,320.0,
89.0,2001-02,21.4,21.6,,299.0,
89.0,2001-03,19.5,23.4,,396.0,
89.0,2001-04,21.8,24.2,,387.0,
89.0,2001-05,21.9,24.5,,394.0,
89.0,2001-06,18.9,22.3,,246.0,
89.0,2001-07,18.2,19.4,,186.0,
89.0,2001-08,15.8,18.3,,184.0,
89.0,2001-09,22.1,21.3,,244.0,
89.0,2001-10,20.1,19.2,,334.0,
89.0,2001-11,20.2,21.5,,417.0,
89.0,2001-12,19.4,21.5,,314.0,
89.0,2002-01,18.9,21.2,,378.0,
89.0,2002-02,18.7,17.1,,267.0,
89.0,2002-03,16.8,21.6,,256.0,
89.0,2002-04,19.1,24.4,,336.0,
89.0,2002-05,18.4,21.9,,363.0,
89.0,2002-06,19.8,21.1,,238.0,
89.0,2002-07,20.4,21.7,,299.0,
89.0,2002-08,17.1,19.7,,187.0,
89.0,2002-09,17.8,18.1,,183.0,
89.0,2002-10,16.6,19.6,,312.0,
89.0,2002-11,19.7,23.4,,413.0,
89.0,2002-12,18.6,21.3,,324.0,
90.0,1989-01,19.1,19.2,,820.0,
90.0,1989-03,31.9,30.2,,943.0,
90.0,1989-04,33.4,29.6,,914.0,
90.0,1989-05,34.6,29.7,,966.0,
90.0,1989-06,29.0,26.4,,959.0,
90.0,1989-07,24.9,21.6,,745.0,
90.0,1989-08,19.9,14.0,,510.0,
90.0,1989-09,20.0,23.5,,747.0,
90.0,1989-12,26.9,24.9,,915.0,
90.0,1990-01,26.1,18.8,,835.0,
90.0,1990-02,30.8,23.4,,822.0,
90.0,1990-03,32.7,23.3,,918.0,
90.0,1990-04,30.0,29.0,,866.0,
90.0,1990-05,33.5,19.1,,863.0,
90.0,1990-06,26.8,30.5,,958.0,
90.0,1990-07,22.1,33.8,,592.0,
90.0,1990-08,24.2,32.8,,823.0,
90.0,1990-10,30.9,20.2,,937.0,
90.0,1990-11,24.0,21.2,,699.0,
90.0,1990-12,22.8,19.2,,882.0,
90.0,1991-01,23.9,19.1,,904.0,
90.0,1991-02,23.9,20.4,,903.0,
90.0,1991-03,27.0,27.9,,891.0,
90.0,1991-04,32.0,28.6,,840.0,
90.0,1991-05,31.5,28.1,,851.0,
90.0,1991-06,32.2,26.3,,,
90.0,1991-08,23.7,19.4,,,
90.0,1991-09,23.8,14.2,,,
90.0,1991-10,25.4,,,668.0,
90.0,1991-11,26.2,,,949.0,
90.0,1991-12,19.5,,,966.0,
90.0,1992-07,23.7,20.6,,869.0,
90.0,1993-01,35.2,33.7,,,
90.0,1993-02,34.0,29.2,,,
90.0,1993-03,31.9,25.9,,,
90.0,1993-05,27.7,27.5,,426.0,
90.0,1993-06,28.8,29.1,,502.0,
90.0,1993-07,30.0,30.0,,,
90.0,1993-08,24.4,28.7,,,
90.0,1993-09,32.9,28.3,,,
90.0,1993-10,31.7,22.8,,,
90.0,1993-11,27.3,30.7,,,
90.0,1994-01,31.4,21.7,,652.0,
90.0,1994-02,28.6,24.2,,604.0,
90.0,1994-03,29.7,26.6,,656.0,
90.0,1994-05,29.3,24.7,,519.0,
90.0,1994-06,28.6,19.4,,412.0,
90.0,1994-08,22.9,19.9,,316.0,
90.0,1994-09,22.4,18.8,,478.0,
90.0,1994-11,28.9,17.6,,381.0,
90.0,1994-12,30.8,24.2,,371.0,
90.0,1995-01,26.7,18.4,,,
90.0,1995-02,26.4,20.1,,,
90.0,1995-03,30.4,18.3,,,
90.0,1995-04,31.7,19.8,,292.0,
90.0,1995-05,33.8,28.9,,400.0,
90.0,1995-06,31.0,22.0,,296.0,
90.0,1995-07,30.7,20.9,,295.0,
90.0,1995-08,30.3,17.5,,224.0,
90.0,1995-09,22.7,16.2,,250.0,
90.0,1997-01,18.5,22.5,,271.0,
90.0,1997-02,19.9,20.6,,403.0,
90.0,1997-03,19.1,17.6,,464.0,
90.0,1997-04,17.6,17.3,,332.0,
90.0,1997-05,14.9,21.3,,361.0,
90.0,1997-06,17.0,20.5,,238.0,
90.0,1997-07,12.3,18.3,,116.0,
90.0,1997-08,15.1,15.0,,104.0,
90.0,1997-09,20.4,20.0,,141.0,
90.0,1997-10,15.5,18.1,,107.0,
90.0,1997-11,15.5,18.8,,341.0,
90.0,1997-12,15.2,16.6,,262.0,
90.0,1998-01,16.8,15.0,,404.0,
90.0,1998-02,16.5,13.5,,,
90.0,1998-03,13.9,13.6,,,
90.0,1998-04,20.2,15.3,,,
90.0,1998-05,19.5,16.8,,,
90.0,1998-06,19.1,14.9,,,
90.0,1998-07,15.1,12.4,,,
90.0,1998-08,15.5,13.3,,,
90.0,1998-09,18.7,14.5,,136.0,
90.0,1998-10,17.6,15.2,,252.0,
90.0,1998-11,18.1,15.5,,352.0,
90.0,1999-01,18.0,14.0,,264.0,
90.0,1999-02,17.3,14.1,,281.0,
90.0,1999-03,15.4,15.3,,184.0,
90.0,1999-04,16.6,16.3,,436.0,
90.0,1999-05,18.7,18.7,,359.0,
90.0,1999-06,20.9,20.3,,301.0,
90.0,1999-07,17.1,14.7,,268.0,
90.0,1999-08,12.6,17.6,,85.0,
90.0,1999-09,14.5,16.9,,107.0,
90.0,1999-10,16.5,21.2,,137.0,
90.0,1999-11,20.1,20.5,,177.0,
90.0,1999-12,17.1,19.7,,239.0,
90.0,2000-01,19.5,18.5,,284.0,
90.0,2000-02,19.0,18.6,,241.0,
90.0,2000-03,19.9,18.3,,215.0,
90.0,2000-04,20.7,19.2,,291.0,
90.0,2000-05,19.3,22.0,,265.0,
90.0,2000-06,15.3,16.0,,183.0,
90.0,2000-07,17.7,17.0,,110.0,
90.0,2000-08,20.0,14.2,,,
90.0,2000-09,17.8,15.6,,147.0,
90.0,2000-10,18.9,18.1,,232.0,
90.0,2000-11,18.3,19.3,,358.0,
90.0,2000-12,22.6,24.1,,328.0,
90.0,2001-01,16.4,16.2,,413.0,
90.0,2001-02,21.5,22.1,,468.0,
90.0,2001-03,24.0,20.6,,241.0,
90.0,2001-04,19.3,20.6,,400.0,
90.0,2001-05,18.9,21.1,,311.0,
90.0,2001-06,21.9,26.5,,157.0,
90.0,2001-07,21.2,20.0,,145.0,
90.0,2001-08,17.4,15.0,,127.0,
90.0,2001-09,19.0,19.9,,278.0,
90.0,2001-10,16.9,15.3,,218.0,
90.0,2001-11,22.1,20.8,,328.0,
90.0,2001-12,20.4,22.2,,422.0,
90.0,2002-01,17.7,19.7,,347.0,
90.0,2002-02,16.1,20.1,,260.0,
90.0,2002-03,17.4,21.3,,291.0,
90.0,2002-04,19.9,21.8,,288.0,
90.0,2002-05,18.1,22.8,,295.0,
90.0,2002-06,18.1,20.7,,266.0,
90.0,2002-07,,,,170.0,
90.0,2002-08,15.4,20.8,,165.0,
90.0,2002-09,14.0,18.0,,137.0,
90.0,2002-10,16.0,19.3,,205.0,
90.0,2002-11,17.5,22.5,,214.0,
90.0,2002-12,19.7,21.5,,213.0,
98.0,1990-06,12.2,15.3,,783.0,
98.0,1990-07,8.8,13.6,,502.0,
98.0,1990-08,9.2,11.2,,446.0,
98.0,1990-09,10.0,12.5,,361.0,
98.0,1990-10,9.0,14.5,,669.0,
98.0,1990-11,9.1,11.9,,740.0,
98.0,1990-12,10.9,16.6,,461.0,
98.0,1991-01,9.3,14.6,,654.0,
98.0,1991-03,13.0,14.1,,421.0,
98.0,1991-04,7.6,8.0,,757.0,
98.0,1991-05,10.3,11.7,,509.0,
98.0,1991-06,11.6,12.8,,461.0,
98.0,1991-07,11.8,13.8,,408.0,
98.0,1991-09,12.7,16.5,,,
98.0,1991-10,17.5,21.0,,,
98.0,1991-11,21.4,12.9,,589.0,
98.0,1991-12,16.8,10.9,,750.0,
98.0,1993-01,19.8,18.3,,,
98.0,1993-02,15.1,17.5,,,
98.0,1993-03,16.0,15.0,,683.0,
98.0,1993-04,13.8,13.7,,,
98.0,1993-05,14.9,15.1,,,
98.0,1993-06,44.8,10.9,,710.0,
98.0,1993-07,15.7,16.1,,,
98.0,1993-08,22.2,12.8,,,
98.0,1993-09,19.4,11.1,,,
